time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
4600,2026-03-02 07:58:25,22.3091423632381,39.0982730728895,3.608924,,,6.78643722504,0,0,0.320973435468,0.9270177462,31,5,7.831,6.78643722504,3.608924,0.3131716,0.36603675712,0,0,-0.894776,6.2, -3.5, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.931,3.901,0,0,0,0,5.773,118.04,6.78643722504,3.608924,11,AutoTakeoff,
4800,2026-03-02 07:58:25,22.3091424585752,39.0982730725941,3.937008,,,7.11452122504,0,0,0.287534129936,0.96180121188,31,5,7.831,7.11452122504,3.937008,0.3131716,0.36603675712,0,0,-0.894776,6.3, -1.9, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.931,3.901,0,0,0,0,5.773,118.04,7.11452122504,3.937008,11,AutoTakeoff,
5000,2026-03-02 07:58:25,22.3091425874506,39.0982731226053,4.265092,,,7.44260522504,0,0,0.24934876126,1.01175856256,31,5,7.831,7.44260522504,4.265092,0.3131716,0.36603675712,0,0,-1.11847,6.4, -1.5, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.931,3.901,0,0,0,0,5.773,118.04,7.44260522504,4.265092,11,AutoTakeoff,
5200,2026-03-02 07:58:26,22.3091426603364,39.0982732073432,4.593176,,,7.77068922504,0,0,0.23953740924,1.05081368192,31,5,7.831,7.77068922504,4.593176,0.3131716,0.36603675712,0,0,-0.894776,6.4, -1.3, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.931,3.901,0,0,0,0,5.773,118.04,7.77068922504,4.593176,11,AutoTakeoff,
5400,2026-03-02 07:58:26,22.3091426689537,39.0982733045533,4.92126,,,8.09877322504,0,0,0.256368774608,1.0837762814,31,5,7.831,8.09877322504,4.92126,0.3131716,0.36603675712,0,0,-0.894776,6.4, -1.9, 0.7,0,0,1024,1024,993,1024,0,0,-5,0,6.6,0,0,74,3.931,3.901,0,0,0,0,5.773,118.04,8.09877322504,4.92126,11,AutoTakeoff,"Remove gimbal protector Land aircraft and remove gimbal protector to ensure flight safety (Code: 30316). Land aircraft and remove gimbal protector to ensure flight safety (Code: 1612000B). Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059)"
5600,2026-03-02 07:58:26,22.3091426769178,39.098273374211,5.249344,,,8.42685722504,0,0,0.269791019132,1.10746722704,31,5,7.824,8.42685722504,5.249344,0.3131716,0.36603675712,0,0,-0.894776,6.4, -1.7, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.923,3.896,0,0,0,0,5.804,118.04,8.42685722504,5.249344,11,AutoTakeoff,
5800,2026-03-02 07:58:26,22.3091426747161,39.0982734223804,5.577428,,,8.75494122504,0,0,0.28181923474,1.12374675512,30,5,7.824,8.75494122504,5.577428,0.3131716,0.36603675712,0,0,-0.894776,6.5, -1.3, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.923,3.896,0,0,0,0,5.804,118.04,8.75494122504,5.577428,11,AutoTakeoff,
6000,2026-03-02 07:58:26,22.309142632687,39.098273472491,5.905512,,,9.08302522504,0,0,0.304638461192,1.14657812068,30,5,7.824,9.08302522504,5.905512,0.3131716,0.36603675712,0,0,-0.894776,6.5, -2.3, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.923,3.896,0,0,0,0,5.804,118.04,9.08302522504,5.905512,11,AutoTakeoff,
6200,2026-03-02 07:58:27,22.3091426029102,39.0982735169065,6.233596,,,9.41110922504,0,0,0.322983278052,1.1650919008,30,5,7.824,9.41110922504,6.233596,0.3131716,0.36603675712,0,0,-0.894776,6.5, -2.4, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.923,3.896,0,0,0,0,5.804,118.04,9.41110922504,6.233596,11,AutoTakeoff,
6400,2026-03-02 07:58:27,22.3091425988902,39.0982735285083,6.56168,,,9.73919322504,0,0,0.326838593136,1.1692749718,30,5,7.824,9.73919322504,6.56168,0.3131716,0.36603675712,0,0,-0.894776,6.4, -2, 1.2,0,0,1024,1024,1092,1024,0,0,10,0,6.6,0,0,74,3.923,3.896,0,0,0,0,5.804,118.04,9.73919322504,6.56168,11,AutoTakeoff,
6600,2026-03-02 07:58:27,22.3091425683987,39.0982735578895,6.56168,,,9.73919322504,0,0,0.34168636264,1.18417654708,30,5,7.816,9.73919322504,6.56168,0.3131716,0.36603675712,0,0,-0.894776,6.5, -0.6, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.922,3.894,0,0,0,0,5.834,118.22,9.73919322504,6.56168,11,AutoTakeoff,
6800,2026-03-02 07:58:27,22.3091424468021,39.0982735507574,6.889764,,,10.06727722504,0,0,0.37196851584,1.22860568236,30,5,7.816,10.06727722504,6.889764,0.3131716,0.37196851584,0,0,-0.671082,6.4, -1.8, 0.4,0,0,1024,1024,752,1024,0,0,-41,0,6.6,0,0,74,3.922,3.894,0,0,0,0,5.834,118.22,10.06727722504,6.889764,11,AutoTakeoff,
7000,2026-03-02 07:58:27,22.3091422833397,39.0982735275869,7.217848,,,10.39536122504,0,0,0.414042008,1.28875660292,30,5,7.816,10.39536122504,7.217848,0.3131716,0.414042008,0,0,-0.894776,6.5, -1.6, -0.3,0,0,1024,1024,420,1024,0,0,-92,0,6.6,0,0,74,3.922,3.894,0,0,0,0,5.834,118.22,10.39536122504,7.217848,11,AutoTakeoff,
7200,2026-03-02 07:58:28,22.3091420644687,39.0982734713589,7.217848,,,10.39536122504,0,0.223694,0.47248361092,1.37083665804,30,5,7.816,10.39536122504,7.217848,0.3131716,0.47248361092,-0.223694,0,0.223694,6.5, -2, 0,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.922,3.894,0,0,0,0,5.834,118.22,10.39536122504,7.217848,11,AutoTakeoff,
7400,2026-03-02 07:58:28,22.3091417817881,39.0982733801219,6.889764,,,10.06727722504,0,0.223694,0.55469818048,1.47847117592,31,5,7.816,10.39536122504,7.217848,0.3131716,0.55469818048,-0.223694,0,1.342164,6.3, -4.6, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.922,3.894,0,0,0,0,5.834,118.22,10.06727722504,6.889764,11,AutoTakeoff,
7600,2026-03-02 07:58:28,22.3091416417483,39.0982732363638,6.56168,,,9.73919322504,0,0,0.58966865404,1.5489337766,31,5,7.805,10.39536122504,7.217848,0.3131716,0.58966865404,0,0,0,6.4, -3.4, 0.7,0,0,1024,1024,496,1024,0,0,-80,0,6.6,0,0,74,3.928,3.877,0,0,0,0,6.038,118.4,9.73919322504,6.56168,11,AutoTakeoff,
7800,2026-03-02 07:58:28,22.3091416298798,39.0982730837629,6.56168,,,9.73919322504,0.328084,0,0.583907499,1.60062669164,31,5,7.805,10.39536122504,7.217848,0.3131716,0.58966865404,0,0,-0.447388,6.4, -0.9, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.928,3.877,0,0,0,0,6.038,118.4,9.73919322504,6.56168,11,AutoTakeoff,
8000,2026-03-02 07:58:28,22.3091416138141,39.0982729080653,6.889764,,,10.06727722504,0,0,0.58378282708,1.6602198694,31,5,7.805,10.39536122504,7.217848,0.3131716,0.58966865404,0,0,0.223694,6.4, -2.4, 0.7,0,0,1024,1024,1157,1024,0,0,20,0,6.6,0,0,74,3.928,3.877,0,0,0,0,6.038,118.4,10.06727722504,6.889764,11,AutoTakeoff,
8200,2026-03-02 07:58:29,22.3091416165127,39.0982727124592,6.889764,,,10.06727722504,0,0,0.5832677352,1.72625333608,31,5,7.805,10.39536122504,7.217848,0.3131716,0.58966865404,0,0,-0.447388,6.5, -0.7, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.928,3.877,0,0,0,0,6.038,118.4,10.06727722504,6.889764,11,AutoTakeoff,
8400,2026-03-02 07:58:29,22.3091415441516,39.0982725166319,6.889764,,,10.06727722504,0,0,0.61717849744,1.79742787904,30,5,7.805,10.39536122504,7.217848,0.3131716,0.61717849744,0,0,0,6.5, -2.9, 0.8,0,0,1024,1024,896,1024,0,0,-19,0,6.6,0,0,74,3.928,3.877,0,0,0,0,6.038,118.4,10.06727722504,6.889764,11,AutoTakeoff,
8600,2026-03-02 07:58:29,22.3091414723747,39.0982723441486,6.889764,,,10.06727722504,0,0,0.65488519156,1.86126646376,30,5,7.805,10.39536122504,7.217848,0.3131716,0.65488519156,0,0,-0.447388,6.6, -2.2, 2.4,0,0,1024,1024,761,1024,0,0,-40,0,6.6,0,0,74,3.928,3.877,0,0,0,0,6.038,118.4,10.06727722504,6.889764,11,AutoTakeoff,
8800,2026-03-02 07:58:29,22.3091413705357,39.0982723101932,6.889764,,,10.06727722504,0,0,0.69372377548,1.90015097944,30,5,7.805,10.39536122504,7.217848,0.3131716,0.69372377548,0,0,0,6.5, -2, 0.4,0,0,1024,1024,764,1024,0,0,-39,0,6.6,0,0,74,3.928,3.877,0,0,0,0,6.038,118.4,10.06727722504,6.889764,11,AutoTakeoff,
9000,2026-03-02 07:58:29,22.3091412357604,39.098272335842,6.889764,,,10.06727722504,0,0,0.73947180844,1.95007880256,31,5,7.807,10.39536122504,7.217848,0.3131716,0.73947180844,0,0,0,6.4, -3.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.913,3.889,0,0,0,0,6.352,118.58,10.06727722504,6.889764,11,AutoTakeoff,
9200,2026-03-02 07:58:30,22.3091411509328,39.0982723135555,6.889764,,,10.06727722504,0,0,0.77132220316,1.98192919728,31,5,7.807,10.39536122504,7.217848,0.3131716,0.77132220316,0,0,0,6.5, -4.2, 0,0,0,1024,1024,1024,1024,0,0,0,0,6.6,0,0,74,3.913,3.889,0,0,0,0,6.352,118.58,10.06727722504,6.889764,11,AutoTakeoff,
9400,2026-03-02 07:58:30,22.3091411498121,39.0982722440688,6.889764,,,10.06727722504,0,0,0.77727692776,2.00538720328,31,5,7.807,10.39536122504,7.217848,0.3131716,0.77727692776,0,0,-0.447388,6.6, -1.9, 2.4,0,0,1024,1024,1024,1420,0,0,0,60,6.6,0,0,74,3.913,3.889,0,0,0,0,6.352,118.58,10.06727722504,6.889764,11,AutoTakeoff,
9600,2026-03-02 07:58:30,22.3091411023162,39.0982723008964,7.217848,,,10.39536122504,0.328084,0,0.78956367356,2.03123694164,31,5,7.807,10.39536122504,7.217848,0.3131716,0.78956367356,0,0,-0.671082,10.7, -1.7, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,7.4,0,0,74,3.913,3.889,0,0,0,0,6.352,118.58,10.39536122504,7.217848,11,AutoTakeoff,
9800,2026-03-02 07:58:30,22.3091409856815,39.0982723974637,7.217848,,,10.39536122504,0.328084,0,0.82481301852,2.0848425864,31,5,7.807,10.39536122504,7.217848,0.3131716,0.82481301852,0,0,-0.671082,11.5, -3.2, -0.5,0,0,1024,1024,905,1024,0,0,-18,0,9.4,0,0,74,3.913,3.889,0,0,0,0,6.352,118.58,10.39536122504,7.217848,11,AutoTakeoff,
10000,2026-03-02 07:58:30,22.3091408672911,39.098272508292,7.545932,,,10.72344522504,0,0,0.86198493572,2.14198497668,31,5,7.769,10.72344522504,7.545932,0.3131716,0.86198493572,0,0,-0.671082,11.4, -2.5, -1.2,0,0,1024,1024,453,1024,0,0,-87,0,9.7,0,0,74,3.912,3.883,0,0,0,0,5.937,118.58,10.72344522504,7.545932,11,AutoTakeoff,
10200,2026-03-02 07:58:31,22.3091407523173,39.0982725938163,7.874016,,,11.05152922504,0,0,0.90069884772,2.19290689432,30,5,7.769,11.05152922504,7.874016,0.3131716,0.90069884772,0,0,-0.223694,11.5, -0.9, -1,0,0,1024,1024,456,1024,0,0,-86,0,9.9,0,0,74,3.912,3.883,0,0,0,0,5.937,118.58,11.05152922504,7.874016,11,AutoTakeoff,
10400,2026-03-02 07:58:31,22.3091405675016,39.0982726354814,7.545932,,,10.72344522504,0,0,0.96687667136,2.26178484928,30,5,7.769,11.05152922504,7.874016,0.3131716,0.96687667136,0,0,1.11847,11.4, -1.9, -0.4,0,0,1024,1024,1085,1024,0,0,9,0,10,0,0,74,3.912,3.883,0,0,0,0,5.937,118.58,10.72344522504,7.545932,11,AutoTakeoff,
10600,2026-03-02 07:58:31,22.309140341345,39.0982726897106,7.217848,,,10.39536122504,0,0,1.04828743512,2.34630584936,30,5,7.769,11.05152922504,7.874016,0.3131716,1.04828743512,0,0,2.460634,11.3, -1.7, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,10,0,0,74,3.912,3.883,0,0,0,0,5.937,118.58,10.39536122504,7.217848,6,P-GPS,"Land aircraft and remove gimbal protector to ensure flight safety (Code: 1612000B)"
10800,2026-03-02 07:58:31,22.3091401306988,39.0982727504121,6.233596,,,9.41110922504,0,0,1.12444557404,2.42584325348,30,5,7.769,11.05152922504,7.874016,0.3131716,1.12444557404,0,0,1.565858,10.9, -5.3, -1,0,0,1024,1024,1024,1024,0,0,0,0,10,0,0,74,3.912,3.883,0,0,0,0,5.937,118.58,9.41110922504,6.233596,6,P-GPS,"Home Point updated (Code: 3000001)"
11000,2026-03-02 07:58:31,22.3091400803501,39.0982728059852,5.905512,,,9.08302522504,0,0,1.14256565336,2.452099816,30,5,7.826,11.05152922504,7.874016,0.3131716,1.14256565336,0,0,0.447388,10.3, -1.2, -0.8,0,0,1024,1024,990,1024,0,0,-5,0,10,0,0,74,3.898,3.862,0,0,0,0,5.043,118.76,9.08302522504,5.905512,6,P-GPS,
11200,2026-03-02 07:58:32,22.3091399740969,39.0982728097706,5.905512,,,9.08302522504,0.328084,0,1.18132549712,2.49088590648,30,5,7.826,11.05152922504,7.874016,0.3131716,1.18132549712,0,0,0,10, -1.6, -0.4,0,0,1024,1024,868,1024,0,0,-24,0,10,0,0,74,3.898,3.862,0,0,0,0,5.043,118.76,9.08302522504,5.905512,6,P-GPS,
11400,2026-03-02 07:58:32,22.3091397792504,39.0982727577195,5.905512,,,9.08302522504,0.328084,0,1.25259846528,2.56411425528,30,5,7.826,11.05152922504,7.874016,0.3131716,1.25259846528,0,0,0,10.2, -3, 0,0,0,1024,1024,544,1024,0,0,-73,0,10,0,0,74,3.898,3.862,0,0,0,0,5.043,118.76,9.08302522504,5.905512,6,P-GPS,
11600,2026-03-02 07:58:32,22.309139549313,39.0982726923411,5.905512,,,9.08302522504,0.328084,0,1.33702104016,2.65085966488,30,5,7.826,11.05152922504,7.874016,0.3131716,1.33702104016,0,0,0.223694,10.3, -2.9, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,10,0,0,74,3.898,3.862,0,0,0,0,5.043,118.76,9.08302522504,5.905512,6,P-GPS,
11800,2026-03-02 07:58:32,22.3091392956146,39.0982726159029,5.577428,,,8.75494122504,0,0.223694,1.4305610694,2.74695218764,30,5,7.826,11.05152922504,7.874016,0.3131716,1.4305610694,-0.223694,0,1.565858,10.2, -4, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,10,0,0,74,3.898,3.862,0,0,0,0,5.043,118.76,8.75494122504,5.577428,6,P-GPS,
12000,2026-03-02 07:58:32,22.3091391411751,39.098272498607,5.249344,,,8.42685722504,0,0,1.48922576944,2.81581701924,30,5,7.787,11.05152922504,7.874016,0.3131716,1.48922576944,0,0,0.447388,10.3, -3.6, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,10,0,0,74,3.922,3.894,0,0,0,0,6.293,118.76,8.42685722504,5.249344,6,P-GPS,
12200,2026-03-02 07:58:33,22.3091390366316,39.0982723839075,5.249344,,,8.42685722504,0,0,1.5305282642,2.87016741468,30,5,7.787,11.05152922504,7.874016,0.3131716,1.5305282642,0,0,0,10.2, -3.2, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,10,0,0,74,3.922,3.894,0,0,0,0,6.293,118.76,8.42685722504,5.249344,6,P-GPS,
12400,2026-03-02 07:58:33,22.309138939501,39.0982722619712,4.92126,,,8.09877322504,0.328084,0,1.57022970904,2.92447844004,30,5,7.787,11.05152922504,7.874016,0.3131716,1.57022970904,0,0,0,10.2, -3.8, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,10,0,0,74,3.922,3.894,0,0,0,0,6.293,118.76,8.09877322504,4.92126,6,P-GPS,
12600,2026-03-02 07:58:33,22.3091389051725,39.0982721251539,4.92126,,,8.09877322504,0.328084,0,1.5888451952,2.97232949144,30,5,7.787,11.05152922504,7.874016,0.3131716,1.5888451952,0,0,0,10.2, -2, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,10,0,0,74,3.922,3.894,0,0,0,0,6.293,118.76,8.09877322504,4.92126,6,P-GPS,
12800,2026-03-02 07:58:33,22.3091388719063,39.0982720259164,4.92126,,,8.09877322504,0,0,1.60611553696,3.007956133,30,5,7.787,11.05152922504,7.874016,0.3131716,1.60611553696,0,0,0,10.2, -1.3, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,10,0,0,74,3.922,3.894,0,0,0,0,6.293,118.76,8.09877322504,4.92126,6,P-GPS,
