time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2026-03-02 07:57:55,22.3091323591379,39.0983712050504,0,Available with any HD 360 subscription,Available with any HD 360 subscription,4.064607741616,0.328084,0,0,0,30,5,0,4.064607741616,0,0,0,0,0,0,3.6, -6.5, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,0,123.98,4.064607741616,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 21. Setting new Maximum Flight Altitude to 120m (394 ft) Aircraft storage full. Back up file and clear space (Code: 10062). Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059)"
200,2026-03-02 07:57:55,22.309132328406,39.0983712108889,0,,,4.064607741616,0.328084,0,0.0113843835664,0.0113843835664,30,5,0,4.064607741616,0,0,0.0113843835664,0,0,0,3.7, -6.5, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,0,123.98,4.064607741616,0,41,Motors_Started,
400,2026-03-02 07:57:55,22.3091323079823,39.0983712224548,0,,,4.064607741616,0,0,0.0195668313348,0.0197966869852,30,5,0,4.064607741616,0,0,0.0195668313348,0,0,0,3.4, -6.4, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,0,123.98,4.064607741616,0,41,Motors_Started,
600,2026-03-02 07:57:55,22.3091322922073,39.0983712251865,0,,,4.064607741616,0,0,0.0253478354568,0.0256255913712,30,5,0,4.064607741616,0,0,0.0253478354568,0,0,0,3.5, -6.4, -1,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,0,123.98,4.064607741616,0,41,Motors_Started,
800,2026-03-02 07:57:56,22.3091322824827,39.0983712249411,0,,,4.064607741616,0,0,0.0287622056448,0.0291745744244,30,5,0,4.064607741616,0,0,0.0287622056448,0,0,0,3.5, -6.4, -1,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,0,123.98,4.064607741616,0,41,Motors_Started,
1000,2026-03-02 07:57:56,22.3091322793151,39.0983712233299,0,,,4.064607741616,0,0,0.0297697516088,0.0304518710532,30,5,0,4.064607741616,0,0,0.0297697516088,0,0,0,3.5, -6.4, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,0,123.98,4.064607741616,0,41,Motors_Started,
1200,2026-03-02 07:57:56,22.3091322975392,39.0983712218251,0,,,4.064607741616,0,0,0.0231765427364,0.037120408012,30,5,8.004,4.064607741616,0,0,0.0297697516088,0,0,0,3.5, -6.4, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,2.405,123.98,4.064607741616,0,41,Motors_Started,
1400,2026-03-02 07:57:56,22.309132330339,39.0983712206583,0,,,4.064607741616,0,0,0.0117540686176,0.049093833592,30,5,8.004,4.064607741616,0,0,0.0297697516088,0,0,0,3.5, -6.4, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,2.405,123.98,4.064607741616,0,41,Motors_Started,
1600,2026-03-02 07:57:56,22.3091323583198,39.0983712186489,0,,,4.064607741616,0,0,0.00459973768,0.059325133132,30,5,8.004,4.064607741616,0,0,0.0297697516088,0,0,0,3.5, -6.5, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,2.405,123.98,4.064607741616,0,11,AutoTakeoff,
1800,2026-03-02 07:57:57,22.3091323671502,39.0983712329095,0,,,4.064607741616,0,0,0.00984744126,0.065117128068,30,5,8.004,4.064607741616,0,0,0.0297697516088,0,0,0,3.5, -6.5, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,2.405,123.98,4.064607741616,0,11,AutoTakeoff,
2000,2026-03-02 07:57:57,22.3091323793025,39.0983712656162,0,,,4.064607741616,0,0,0.021726870774,0.077014110076,30,5,8.004,4.064607741616,0,0,0.0297697516088,0,0,0,2.8, -5.9, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,13.6,0,0,79,4.006,3.99,0,0,0,0,2.405,123.98,4.064607741616,0,11,AutoTakeoff,
2200,2026-03-02 07:57:57,22.3091325143353,39.0983713385581,0,,,4.064607741616,0,0.223694,0.0723671283,0.132090227324,30,5,8.013,4.064607741616,0,0.223694,0.0723671283,0.223694,0,-0.447388,1.4, -1.3, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,13.4,0,0,79,3.999,3.977,0,0,0,0,2.547,123.98,4.064607741616,0,11,AutoTakeoff,
2400,2026-03-02 07:57:57,22.3091327349866,39.098371525353,0,,,4.064607741616,0.328084,0,0.174622380916,0.234346792276,30,5,8.013,4.064607741616,0,0.223694,0.174622380916,0,0,-0.894776,1.3, 2.3, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,13.2,0,0,79,3.999,3.977,0,0,0,0,2.547,123.98,4.064607741616,0,11,AutoTakeoff,
2600,2026-03-02 07:57:57,22.3091327445313,39.0983716900441,0.656168,,,4.720775741616,0.328084,0,0.21580217226,0.290045612956,30,5,8.013,4.720775741616,0.656168,0.223694,0.21580217226,0,0,-0.894776,1.3, -0.2, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,13.1,0,0,79,3.999,3.977,0,0,0,0,2.547,123.98,4.720775741616,0.656168,11,AutoTakeoff,
2800,2026-03-02 07:57:58,22.3091325414348,39.0983717928406,0.656168,,,4.720775741616,0,0.223694,0.209254271788,0.3718668098,30,5,8.013,4.720775741616,0.656168,0.223694,0.21580217226,-0.223694,0,-0.894776,1.3, -3.1, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,12.9,0,0,79,3.999,3.977,0,0,0,0,2.547,123.98,4.720775741616,0.656168,11,AutoTakeoff,
3000,2026-03-02 07:57:58,22.3091323105267,39.0983718035175,0.984252,,,5.048859741616,0,0.223694,0.20278379914,0.45619095948,30,5,8.013,5.048859741616,0.984252,0.223694,0.21580217226,-0.223694,0,-0.894776,1.3, -3.8, 0.8,0,0,1024,1024,795,1024,0,0,-35,0,12.8,0,0,79,3.999,3.977,0,0,0,0,2.547,123.98,5.048859741616,0.984252,11,AutoTakeoff,
3200,2026-03-02 07:57:58,22.309132115026,39.0983718076383,1.312336,,,5.376943741616,0,0.223694,0.222042658024,0.52753282528,30,5,7.953,5.376943741616,1.312336,0.223694,0.222042658024,-0.223694,0,-1.11847,1.4, -2.2, 0,0,0,1024,1024,754,1024,0,0,-41,0,12.7,0,0,79,3.986,3.96,0,0,0,0,5.256,123.98,5.376943741616,1.312336,11,AutoTakeoff,
3400,2026-03-02 07:57:58,22.3091318703636,39.0983718134999,1.64042,,,5.705027741616,0,0.223694,0.271993775108,0.61682088588,30,5,7.953,5.705027741616,1.64042,0.223694,0.271993775108,-0.223694,0,-1.11847,1.4, -2.8, 0,0,0,1024,1024,776,1024,0,0,-38,0,12.7,0,0,79,3.986,3.96,0,0,0,0,5.256,123.98,5.705027741616,1.64042,11,AutoTakeoff,
3600,2026-03-02 07:57:58,22.3091316188326,39.0983718211071,1.968504,,,6.033111741616,0,0.223694,0.34087271432,0.70862535076,30,5,7.953,6.033111741616,1.968504,0.223694,0.34087271432,-0.223694,0,-1.11847,1.3, -2.8, -0.2,0,0,1024,1024,779,1024,0,0,-37,0,12.6,0,0,79,3.986,3.96,0,0,0,0,5.256,123.98,6.033111741616,1.968504,11,AutoTakeoff,
3800,2026-03-02 07:57:59,22.309131378156,39.098371833048,2.296588,,,6.361195741616,0,0.223694,0.41597114192,0.79652889688,28,5,7.953,6.361195741616,2.296588,0.223694,0.41597114192,-0.223694,0,-0.894776,1.4, -2.9, 0,0,0,1024,1024,423,1024,0,0,-91,0,12.5,0,0,79,3.986,3.96,0,0,0,0,5.256,123.98,6.361195741616,2.296588,11,AutoTakeoff,
4000,2026-03-02 07:57:59,22.3091311270084,39.0983718700931,2.624672,,,6.689279741616,0,0.223694,0.50247376936,0.8890092148,29,5,7.953,6.689279741616,2.624672,0.223694,0.50247376936,-0.223694,0,-0.894776,1.5, -3.5, -0.4,0,0,1024,1024,364,1024,0,0,-100,0,12.5,0,0,79,3.986,3.96,0,0,0,0,5.256,123.98,6.689279741616,2.624672,11,AutoTakeoff,"Home Point updated (Code: 3000001)"
4200,2026-03-02 07:57:59,22.309130886593,39.0983719111015,2.952756,,,7.017363741616,0,0.223694,0.58774280096,0.97781171108,30,5,7.953,7.017363741616,2.952756,0.223694,0.58774280096,-0.223694,0,-0.894776,1.4, -5.1, -1.2,0,0,1024,1024,364,975,0,0,-100,-7,12.4,0,0,79,3.986,3.96,0,0,0,0,5.256,123.98,7.017363741616,2.952756,11,AutoTakeoff,
4400,2026-03-02 07:57:59,22.3091307081342,39.0983719054065,3.28084,,,7.345447741616,0,0.223694,0.64709319656,1.04294950844,29,5,7.947,7.345447741616,3.28084,0.223694,0.64709319656,-0.223694,0,-0.223694,1.3, -4, 0.6,0,0,1024,1024,364,1024,0,0,-100,0,12.4,0,0,79,3.986,3.959,0,0,0,0,5.639,123.98,7.345447741616,3.28084,11,AutoTakeoff,
4600,2026-03-02 07:58:00,22.3091305245865,39.0983718859973,3.28084,,,7.345447741616,0,0.223694,0.70770015388,1.110236256,29,5,7.947,7.345447741616,3.28084,0.223694,0.70770015388,-0.223694,0,0,1.2, -5.3, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,12.3,0,0,79,3.986,3.959,0,0,0,0,5.639,123.98,7.345447741616,3.28084,11,AutoTakeoff,
4800,2026-03-02 07:58:00,22.309130337702,39.0983718812052,2.952756,,,7.017363741616,0,0.223694,0.77202430292,1.17844163876,29,5,7.947,7.345447741616,3.28084,0.223694,0.77202430292,-0.223694,0,0.671082,1.3, -4.5, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,12.3,0,0,79,3.986,3.959,0,0,0,0,5.639,123.98,7.017363741616,2.952756,11,AutoTakeoff,
5000,2026-03-02 07:58:00,22.3091301691123,39.0983719461047,2.952756,,,7.017363741616,0,0.223694,0.83726708716,1.2437336356,29,5,7.947,7.345447741616,3.28084,0.223694,0.83726708716,-0.223694,0,0,1.3, -4.7, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,12.3,0,0,79,3.986,3.959,0,0,0,0,5.639,123.98,7.017363741616,2.952756,11,AutoTakeoff,
5200,2026-03-02 07:58:00,22.3091300681846,39.0983720535127,2.952756,,,7.017363741616,0.328084,0,0.88355645872,1.29541014644,30,5,7.947,7.345447741616,3.28084,0.223694,0.88355645872,0,0,-0.671082,1.3, -2.5, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,12.2,0,0,79,3.986,3.959,0,0,0,0,5.639,123.98,7.017363741616,2.952756,11,AutoTakeoff,"Remove gimbal protector Land aircraft and remove gimbal protector to ensure flight safety (Code: 30316). Land aircraft and remove gimbal protector to ensure flight safety (Code: 1612000B). Aircraft storage full. Back up file and clear space (Code: 10062). Aircraft not in fl"
5400,2026-03-02 07:58:00,22.3091299209545,39.0983720903402,3.608924,,,7.673531741616,0.328084,0.223694,0.9384186652,1.35054794348,30,5,7.951,7.673531741616,3.608924,0.223694,0.9384186652,-0.223694,0,-1.11847,1.3, -2.4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,12.2,0,0,79,3.971,3.943,0,0,0,0,5.125,123.8,7.673531741616,3.608924,11,AutoTakeoff,
5600,2026-03-02 07:58:00,22.3091296631953,39.0983721096568,3.937008,,,8.001615741616,0.328084,0.223694,1.02991801196,1.4448163192,29,5,7.951,8.001615741616,3.937008,0.223694,1.02991801196,-0.223694,0,-1.11847,1.4, -5.1, -1.6,0,0,1024,1024,390,1024,0,0,-96,0,12.1,0,0,79,3.971,3.943,0,0,0,0,5.125,123.8,8.001615741616,3.937008,11,AutoTakeoff,
5800,2026-03-02 07:58:01,22.3091294217038,39.0983721310014,4.265092,,,8.329699741616,0,0.223694,1.11636486512,1.533218553,30,5,7.951,8.329699741616,4.265092,0.223694,1.11636486512,-0.223694,0,-0.894776,1.4, -4, -2,0,0,1024,1024,364,1024,0,0,-100,0,12.1,0,0,79,3.971,3.943,0,0,0,0,5.125,123.8,8.329699741616,4.265092,11,AutoTakeoff,
6000,2026-03-02 07:58:01,22.3091291658711,39.0983721287326,4.265092,,,8.329699741616,0,0.223694,1.20605646904,1.62656173184,30,5,7.951,8.329699741616,4.265092,0.223694,1.20605646904,-0.223694,0,0.447388,1.4, -4.1, -0.1,0,0,1024,1024,512,1024,0,0,-78,0,12.1,0,0,79,3.971,3.943,0,0,0,0,5.125,123.8,8.329699741616,4.265092,11,AutoTakeoff,
6200,2026-03-02 07:58:01,22.3091289096583,39.0983721738803,3.937008,,,8.001615741616,0,0.223694,1.30033140644,1.72127302096,28,5,7.951,8.329699741616,4.265092,0.223694,1.30033140644,-0.223694,0,1.342164,1.1, -3.5, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,12.1,0,0,79,3.971,3.943,0,0,0,0,5.125,123.8,8.001615741616,3.937008,11,AutoTakeoff,
6400,2026-03-02 07:58:01,22.3091287430647,39.0983721904883,3.28084,,,7.345447741616,0,0,1.36060699892,1.78231304916,29,5,7.934,8.329699741616,4.265092,0.223694,1.36060699892,0,0,1.11847,1, -4.4, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,12,0,0,79,3.987,3.964,0,0,0,0,6.215,123.98,7.345447741616,3.28084,11,AutoTakeoff,
6600,2026-03-02 07:58:01,22.3091287372937,39.0983722387103,3.28084,,,7.345447741616,0,0,1.36671264216,1.79872709168,29,5,7.934,8.329699741616,4.265092,0.223694,1.36671264216,0,0,-0.223694,1.3, -2, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,12,0,0,79,3.987,3.964,0,0,0,0,6.215,123.98,7.345447741616,3.28084,11,AutoTakeoff,
6800,2026-03-02 07:58:02,22.3091287054984,39.0983723221023,3.28084,,,7.345447741616,0.328084,0,1.38532812832,1.82917000604,29,5,7.934,8.329699741616,4.265092,0.223694,1.38532812832,0,0,-0.671082,1.3, -1.6, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,12,0,0,79,3.987,3.964,0,0,0,0,6.215,123.98,7.345447741616,3.28084,11,AutoTakeoff,
7000,2026-03-02 07:58:02,22.3091285998365,39.0983723028227,3.937008,,,8.001615741616,0.328084,0,1.4207513578,1.86826777632,29,5,7.934,8.329699741616,4.265092,0.223694,1.4207513578,0,0,-0.894776,1.3, -3.5, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,11.9,0,0,79,3.987,3.964,0,0,0,0,6.215,123.98,8.001615741616,3.937008,11,AutoTakeoff,
7200,2026-03-02 07:58:02,22.3091285464395,39.0983722229913,4.265092,,,8.329699741616,0.328084,0,1.43286749992,1.90151908972,29,5,7.934,8.329699741616,4.265092,0.223694,1.43286749992,0,0,-1.11847,1.3, -2.3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,11.9,0,0,79,3.987,3.964,0,0,0,0,6.215,123.98,8.329699741616,4.265092,11,AutoTakeoff,
7400,2026-03-02 07:58:02,22.3091285298367,39.0983721733849,4.593176,,,8.657783741616,0,0,1.4348425656,1.9193242084,29,5,7.904,8.657783741616,4.593176,0.223694,1.4348425656,0,0,-0.894776,1.2, -2.6, -0.2,0,0,1024,1024,698,1024,0,0,-49,0,11.9,0,0,79,3.976,3.949,0,0,0,0,5.479,123.98,8.657783741616,4.593176,11,AutoTakeoff,
7600,2026-03-02 07:58:02,22.3091285160278,39.0983721607032,4.593176,,,8.657783741616,0,0,1.43878285444,1.925935101,29,5,7.904,8.657783741616,4.593176,0.223694,1.43878285444,0,0,-0.894776,1.3, -1.7, -0.5,0,0,1024,1024,977,1024,0,0,-7,0,11.9,0,0,79,3.976,3.949,0,0,0,0,5.479,123.98,8.657783741616,4.593176,11,AutoTakeoff,
7800,2026-03-02 07:58:03,22.3091284508426,39.0983721943405,4.593176,,,8.657783741616,0,0,1.4645177634,1.95229008872,29,5,7.904,8.657783741616,4.593176,0.223694,1.4645177634,0,0,0,1.3, -2.1, -1,0,0,1024,1024,847,1024,0,0,-27,0,11.9,0,0,79,3.976,3.949,0,0,0,0,5.479,123.98,8.657783741616,4.593176,11,AutoTakeoff,
8000,2026-03-02 07:58:03,22.3091284457656,39.098372261606,4.593176,,,8.657783741616,0,0,1.47165687124,1.97506896084,29,5,7.904,8.657783741616,4.593176,0.223694,1.47165687124,0,0,0,1.3, -2.3, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,11.9,0,0,79,3.976,3.949,0,0,0,0,5.479,123.98,8.657783741616,4.593176,11,AutoTakeoff,
8200,2026-03-02 07:58:03,22.3091285236963,39.0983723256581,4.265092,,,8.329699741616,0,0,1.44957681804,2.01079074676,30,5,7.904,8.657783741616,4.593176,0.223694,1.47165687124,0,0,0.447388,1.1, -2.3, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,11.9,0,0,79,3.976,3.949,0,0,0,0,5.479,123.98,8.329699741616,4.265092,11,AutoTakeoff,
8400,2026-03-02 07:58:03,22.3091286092676,39.0983723212226,4.265092,,,8.329699741616,0,0,1.41906500604,2.0420440286,30,5,7.924,8.657783741616,4.593176,0.223694,1.47165687124,0,0,-0.447388,1.2, -1, 0.3,0,0,1024,1024,686,1024,0,0,-51,0,11.8,0,0,79,3.987,3.972,0,0,0,0,5.375,123.98,8.329699741616,4.265092,11,AutoTakeoff,
8600,2026-03-02 07:58:03,22.3091286422184,39.0983723001465,4.265092,,,8.329699741616,0.328084,0,1.40559059616,2.05601384532,29,5,7.924,8.657783741616,4.593176,0.223694,1.47165687124,0,0,-0.447388,1.4, -1.1, 0.8,0,0,1024,1024,661,1024,0,0,-55,0,11.8,0,0,79,3.987,3.972,0,0,0,0,5.375,123.98,8.329699741616,4.265092,11,AutoTakeoff,
8800,2026-03-02 07:58:04,22.3091286208202,39.0983722998363,4.593176,,,8.657783741616,0,0,1.41309715808,2.06382224452,29,5,7.924,8.657783741616,4.593176,0.223694,1.47165687124,0,0,0,1.3, -3.5, 0.2,0,0,1024,1024,1000,1024,0,0,-4,0,11.8,0,0,79,3.987,3.972,0,0,0,0,5.375,123.98,8.657783741616,4.593176,11,AutoTakeoff,
9000,2026-03-02 07:58:04,22.3091286092741,39.0983722942988,4.593176,,,8.657783741616,0,0,1.41667655452,2.06843182472,29,5,7.924,8.657783741616,4.593176,0.223694,1.47165687124,0,0,0,1.2, -2, 0.9,0,0,1024,1024,952,1024,0,0,-11,0,11.8,0,0,79,3.987,3.972,0,0,0,0,5.375,123.98,8.657783741616,4.593176,11,AutoTakeoff,
9200,2026-03-02 07:58:04,22.3091286212978,39.0983723238246,4.593176,,,8.657783741616,0,0,1.41506894292,2.07932093268,30,5,7.924,8.657783741616,4.593176,0.223694,1.47165687124,0,0,-0.223694,1.2, -1.1, -0.3,0,0,1024,1024,953,1024,0,0,-11,0,11.8,0,0,79,3.987,3.972,0,0,0,0,5.375,123.98,8.657783741616,4.593176,11,AutoTakeoff,
9400,2026-03-02 07:58:04,22.3091286528747,39.0983722957434,4.593176,,,8.657783741616,0,0,1.40144689524,2.09423891216,30,5,7.867,8.657783741616,4.593176,0.223694,1.47165687124,0,0,0,1, -2.4, 0.2,0,0,1024,1024,680,1024,0,0,-52,0,11.8,0,0,79,3.968,3.913,0,0,0,0,5.876,123.98,8.657783741616,4.593176,11,AutoTakeoff,
9600,2026-03-02 07:58:04,22.30912868603,39.0983721981186,4.92126,,,8.985867741616,0,0,1.38141736704,2.12934061932,30,5,7.867,8.985867741616,4.92126,0.223694,1.47165687124,0,0,-0.447388,1.3, -1, 0.5,0,0,1024,1024,976,1024,0,0,-7,0,11.8,0,0,79,3.968,3.913,0,0,0,0,5.876,123.98,8.985867741616,4.92126,11,AutoTakeoff,
9800,2026-03-02 07:58:05,22.3091286472012,39.0983721138424,4.593176,,,8.657783741616,0,0,1.38860240664,2.1611221164,30,5,7.867,8.985867741616,4.92126,0.223694,1.47165687124,0,0,0.447388,1.3, -1.7, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,11.8,0,0,79,3.968,3.913,0,0,0,0,5.876,123.98,8.657783741616,4.593176,11,AutoTakeoff,
10000,2026-03-02 07:58:05,22.3091286784246,39.098372063847,4.92126,,,8.985867741616,0,0,1.3738353458,2.1814797286,30,5,7.867,8.985867741616,4.92126,0.223694,1.47165687124,0,0,-0.223694,1.4, -1.8, 1,0,0,1024,1024,1024,1024,0,0,0,0,11.8,0,0,79,3.968,3.913,0,0,0,0,5.876,123.98,8.985867741616,4.92126,11,AutoTakeoff,
10200,2026-03-02 07:58:05,22.3091287495327,39.0983720568556,4.593176,,,8.657783741616,0,0,1.3479823266,2.20753287904,30,5,7.867,8.985867741616,4.92126,0.223694,1.47165687124,0,0,-0.447388,1.3, -0.2, -0.3,0,0,1024,1024,1019,1024,0,0,-1,0,11.8,0,0,79,3.968,3.913,0,0,0,0,5.876,123.98,8.657783741616,4.593176,11,AutoTakeoff,
10400,2026-03-02 07:58:05,22.3091287029091,39.0983720538831,5.249344,,,9.313951741616,0.328084,0,1.36439636912,2.224573562,30,5,7.945,9.313951741616,5.249344,0.223694,1.47165687124,0,0,-0.447388,1.2, -1.3, -0.4,0,0,1024,1024,962,1024,0,0,-9,0,11.8,0,0,79,3.977,3.951,0,0,0,0,6.4,124.16,9.313951741616,5.249344,11,AutoTakeoff,
10600,2026-03-02 07:58:05,22.3091286134612,39.0983720215654,5.249344,,,9.313951741616,0,0,1.39412077952,2.25898301192,30,5,7.945,9.313951741616,5.249344,0.223694,1.47165687124,0,0,-0.447388,1.3, -1.1, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,11.8,0,0,79,3.977,3.951,0,0,0,0,6.4,124.16,9.313951741616,5.249344,6,P-GPS,"Land aircraft and remove gimbal protector to ensure flight safety (Code: 1612000B). Aircraft storage full. Back up file and clear space (Code: 10062)"
10800,2026-03-02 07:58:06,22.3091284874558,39.0983719911227,5.249344,,,9.313951741616,0,0,1.43728351056,2.30608931264,30,5,7.945,9.313951741616,5.249344,0.223694,1.47165687124,0,0,0.447388,1.2, -3.2, 0.6,0,0,1024,1024,966,1024,0,0,-9,0,11.7,0,0,79,3.977,3.951,0,0,0,0,6.4,124.16,9.313951741616,5.249344,6,P-GPS,"Home Point updated (Code: 3000001)"
11000,2026-03-02 07:58:06,22.3091284205519,39.0983720005032,5.249344,,,9.313951741616,0,0,1.461860283,2.33070217432,30,5,7.945,9.313951741616,5.249344,0.223694,1.47165687124,0,0,0,1.5, -2.1, -0.2,0,0,1024,1024,838,1024,0,0,-28,0,11.7,0,0,79,3.977,3.951,0,0,0,0,6.4,124.16,9.313951741616,5.249344,6,P-GPS,
11200,2026-03-02 07:58:06,22.3091283737783,39.098371992396,5.249344,,,9.313951741616,0,0,1.47814309192,2.34798563944,30,5,7.945,9.313951741616,5.249344,0.223694,1.47814309192,0,0,0,1.6, -2.4, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,11.7,0,0,79,3.977,3.951,0,0,0,0,6.4,124.16,9.313951741616,5.249344,6,P-GPS,
11400,2026-03-02 07:58:06,22.30912833331,39.0983719504384,5.249344,,,9.313951741616,0,0,1.49021330228,2.36844495768,30,5,7.886,9.313951741616,5.249344,0.223694,1.49021330228,0,0,0.671082,1.7, -0.9, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,11.7,0,0,78,3.972,3.942,0,0,0,0,5.389,124.16,9.313951741616,5.249344,6,P-GPS,
11600,2026-03-02 07:58:07,22.3091282996246,39.0983719417108,4.92126,,,8.985867741616,0,0,1.5018373184,2.3810860342,30,5,7.886,9.313951741616,5.249344,0.223694,1.5018373184,0,0,0.894776,1.3, -4.1, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,11.8,0,0,78,3.972,3.942,0,0,0,0,5.389,124.16,8.985867741616,4.92126,6,P-GPS,
11800,2026-03-02 07:58:07,22.3091283826355,39.098371961495,4.593176,,,8.657783741616,0,0,1.47312012588,2.41209981472,29,5,7.886,9.313951741616,5.249344,0.223694,1.5018373184,0,0,0,1.6, -0.3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,11.8,0,0,78,3.972,3.942,0,0,0,0,5.389,124.16,8.657783741616,4.593176,6,P-GPS,
12000,2026-03-02 07:58:07,22.3091284450021,39.098372008416,4.593176,,,8.657783741616,0.328084,0,1.45358600452,2.43982291272,29,5,7.886,9.313951741616,5.249344,0.223694,1.5018373184,0,0,0,1.7, -0.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,11.8,0,0,78,3.972,3.942,0,0,0,0,5.389,124.16,8.657783741616,4.593176,6,P-GPS,
12200,2026-03-02 07:58:07,22.3091284385522,39.098372102082,4.92126,,,8.985867741616,0,0,1.46211946936,2.47152566964,30,5,7.886,9.313951741616,5.249344,0.223694,1.5018373184,0,0,0,1.6, -1.7, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,11.7,0,0,78,3.972,3.942,0,0,0,0,5.389,124.16,8.985867741616,4.92126,6,P-GPS,
12400,2026-03-02 07:58:07,22.3091284093163,39.0983721711625,4.593176,,,8.657783741616,0,0,1.477526294,2.49716543424,30,5,7.905,9.313951741616,5.249344,0.223694,1.5018373184,0,0,0,1.7, -1.4, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,11.7,0,0,78,3.967,3.939,0,0,0,0,5.468,124.16,8.657783741616,4.593176,6,P-GPS,
12600,2026-03-02 07:58:07,22.309128371809,39.0983721844461,4.593176,,,8.657783741616,0,0,1.4918635648,2.51156832184,30,5,7.905,9.313951741616,5.249344,0.223694,1.5018373184,0,0,0,1.6, -1.7, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,11.8,0,0,78,3.967,3.939,0,0,0,0,5.468,124.16,8.657783741616,4.593176,6,P-GPS,
12800,2026-03-02 07:58:08,22.309128348978,39.0983721575918,4.593176,,,8.657783741616,0,0,1.4980151398,2.52387803352,30,5,7.905,9.313951741616,5.249344,0.223694,1.5018373184,0,0,0,1.6, -1.8, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,11.8,0,0,78,3.967,3.939,0,0,0,0,5.468,124.16,8.657783741616,4.593176,6,P-GPS,
13000,2026-03-02 07:58:08,22.3091283269887,39.0983720813301,4.593176,,,8.657783741616,0,0,1.50056763332,2.55083997664,30,5,7.905,9.313951741616,5.249344,0.223694,1.5018373184,0,0,0,1.7, -1.5, 0,0,0,1024,1024,1196,1024,0,0,26,0,11.8,0,0,78,3.967,3.939,0,0,0,0,5.468,124.16,8.657783741616,4.593176,6,P-GPS,
